age,annualincome,calldroprate,callfailurerate,callingnum,customerid,customersuspended,education,gender,homeowner,maritalstatus,monthlybilledamount,noadditionallines,numberofcomplaints,numberofmonthunpaid,numdayscontractequipmentplanexpiring,occupation,penaltytoswitch,state,totalminsusedinlastmonth,unpaidbalance,usesinternetservice,usesvoiceservice,percentagecalloutsidenetwork,totalcallduration,avgcallduration,churn,year,month
77,21823,0,0.03,4251050748,2275,Yes,High School or below,Male,No,Married,11,\N,3,3,80,Technology Related Job,207,WA,261,65,Yes,No,0.69,6442,805,1,2015,1
77,21823,0,0.03,4251050748,2275,Yes,High School or below,Male,No,Married,11,\N,3,3,80,Technology Related Job,207,WA,261,65,Yes,No,0.69,5067,633,1,2015,2
39,132724,0.06,0,4251096658,2276,Yes,High School or below,Female,Yes,Married,69,\N,0,0,98,Non-technology Related Job,379,WI,457,80,No,Yes,0.14,3994,798,0,2015,1
39,132724,0.06,0,4251096658,2276,Yes,High School or below,Female,Yes,Married,69,\N,0,0,98,Non-technology Related Job,379,WI,457,80,No,Yes,0.14,3021,755,0,2015,2
55,130753,0,0.01,4251055144,2277,Yes,Bachelor or equivalent,Female,Yes,Married,76,\N,3,6,39,Technology Related Job,239,KS,461,190,No,No,0.35,4715,943,0,2015,1
55,130753,0,0.01,4251055144,2277,Yes,Bachelor or equivalent,Female,Yes,Married,76,\N,3,6,39,Technology Related Job,239,KS,461,190,No,No,0.35,6100,610,0,2015,2
18,241653,0.06,0.02,4251023235,2278,Yes,Bachelor or equivalent,Male,Yes,Married,14,\N,0,4,57,Non-technology Related Job,412,KY,158,205,No,No,0.81,2708,902,0,2015,1
18,241653,0.06,0.02,4251023235,2278,Yes,Bachelor or equivalent,Male,Yes,Married,14,\N,0,4,57,Non-technology Related Job,412,KY,158,205,No,No,0.81,4952,825,0,2015,2
33,239682,0,0.03,4251043094,2279,Yes,Master or equivalent,Female,Yes,Single,21,\N,2,1,98,Technology Related Job,272,ND,161,65,No,No,0.02,4426,885,0,2015,1
33,239682,0,0.03,4251043094,2279,Yes,Master or equivalent,Female,Yes,Single,21,\N,2,1,98,Technology Related Job,272,ND,161,65,No,No,0.02,8874,806,0,2015,2
33,239682,0,0.03,4251043094,2279,Yes,Master or equivalent,Female,Yes,Single,21,\N,2,1,98,Technology Related Job,272,ND,161,65,No,No,0.02,867,867,0,2015,3
64,100583,0.06,0,4251016428,2280,Yes,Master or equivalent,Female,Yes,Single,79,\N,0,7,16,Non-technology Related Job,444,OK,358,80,No,No,0.48,6216,777,0,2015,1
64,100583,0.06,0,4251016428,2280,Yes,Master or equivalent,Female,Yes,Single,79,\N,0,7,16,Non-technology Related Job,444,OK,358,80,No,No,0.48,5900,842,0,2015,2
12,98611,0,0.01,4251017843,2281,Yes,High School or below,Male,Yes,Married,87,\N,2,4,57,Technology Related Job,305,AZ,361,190,No,No,0.69,7617,1088,0,2015,1
12,98611,0,0.01,4251017843,2281,Yes,High School or below,Male,Yes,Married,87,\N,2,4,57,Technology Related Job,305,AZ,361,190,No,No,0.69,2765,921,0,2015,2
42,209512,0.07,0.02,4251084151,2282,Yes,High School or below,Female,Yes,Single,25,\N,3,2,75,Non-technology Related Job,477,CA,58,205,No,No,0.15,2146,715,0,2015,1
42,209512,0.07,0.02,4251084151,2282,Yes,High School or below,Female,Yes,Single,25,\N,3,2,75,Non-technology Related Job,477,CA,58,205,No,No,0.15,8695,790,0,2015,2
58,207541,0.01,0.03,4251051523,2283,Yes,High School or below,Female,No,Married,32,\N,2,7,15,Technology Related Job,337,MI,62,65,No,No,0.36,3162,451,0,2015,1
58,207541,0.01,0.03,4251051523,2283,Yes,High School or below,Female,No,Married,32,\N,2,7,15,Technology Related Job,337,MI,62,65,No,No,0.36,334,334,0,2015,2
20,68441,0.07,0,4251042259,2284,Yes,High School or below,Male,Yes,Married,90,\N,3,5,34,Non-technology Related Job,10,MN,259,80,No,No,0.81,1931,643,0,2015,1
20,68441,0.07,0,4251042259,2284,Yes,High School or below,Male,Yes,Married,90,\N,3,5,34,Non-technology Related Job,10,MN,259,80,No,No,0.81,1278,426,0,2015,2
36,66470,0.01,0.01,4251044264,2285,Yes,Bachelor or equivalent,Female,Yes,Single,98,\N,2,2,74,Technology Related Job,370,SC,262,190,No,Yes,0.02,5240,748,1,2015,1
36,66470,0.01,0.01,4251044264,2285,Yes,Bachelor or equivalent,Female,Yes,Single,98,\N,2,2,74,Technology Related Job,370,SC,262,190,No,Yes,0.02,4667,1166,1,2015,2
67,177371,0.07,0.02,4251037617,2286,Yes,Bachelor or equivalent,Male,Yes,Single,36,\N,3,0,93,Non-technology Related Job,42,TN,459,205,No,No,0.48,3745,624,0,2015,1
67,177371,0.07,0.02,4251037617,2286,Yes,Bachelor or equivalent,Male,Yes,Single,36,\N,3,0,93,Non-technology Related Job,42,TN,459,205,No,No,0.48,6472,1078,0,2015,2
15,175400,0.01,0.03,4251056045,2287,Yes,Bachelor or equivalent,Male,Yes,Single,43,\N,1,5,33,Technology Related Job,402,FL,462,65,No,No,0.69,2139,534,0,2015,1
15,175400,0.01,0.03,4251056045,2287,Yes,Bachelor or equivalent,Male,Yes,Single,43,\N,1,5,33,Technology Related Job,402,FL,462,65,No,No,0.69,2604,868,0,2015,2
45,36300,0.07,0,4251021303,2288,Yes,Master or equivalent,Female,No,Single,101,\N,2,3,52,Non-technology Related Job,75,HI,159,80,No,No,0.15,6130,681,0,2015,1
45,36300,0.07,0,4251021303,2288,Yes,Master or equivalent,Female,No,Single,101,\N,2,3,52,Non-technology Related Job,75,HI,159,80,No,No,0.15,7128,712,0,2015,2
45,36300,0.07,0,4251021303,2288,Yes,Master or equivalent,Female,No,Single,101,\N,2,3,52,Non-technology Related Job,75,HI,159,80,No,No,0.15,1035,1035,0,2015,3
61,34329,0.01,0.01,4251058803,2289,Yes,PhD or equivalent,Female,No,Married,108,\N,1,0,92,Technology Related Job,435,NV,163,190,No,No,0.36,3231,538,0,2015,1
61,34329,0.01,0.01,4251058803,2289,Yes,PhD or equivalent,Female,No,Married,108,\N,1,0,92,Technology Related Job,435,NV,163,190,No,No,0.36,1647,411,0,2015,2
23,145229,0,0.02,4251090265,2290,Yes,High School or below,Male,Yes,Married,46,\N,2,6,11,Non-technology Related Job,107,NH,360,205,No,No,0.81,6101,1016,0,2015,1
23,145229,0,0.02,4251090265,2290,Yes,High School or below,Male,Yes,Married,46,\N,2,6,11,Non-technology Related Job,107,NH,360,205,No,No,0.81,2746,915,0,2015,2
39,143258,0.02,0.03,4251090285,2291,Yes,High School or below,Female,Yes,Single,54,\N,1,3,51,Technology Related Job,467,VA,363,65,No,No,0.02,3177,794,1,2015,1
39,143258,0.02,0.03,4251090285,2291,Yes,High School or below,Female,Yes,Single,54,\N,1,3,51,Technology Related Job,467,VA,363,65,No,No,0.02,6718,746,1,2015,2
69,4159,0,0,4251015438,2292,Yes,High School or below,Male,Yes,Married,112,\N,2,1,70,Non-technology Related Job,140,WV,60,80,No,No,0.48,5014,835,0,2015,1
69,4159,0,0,4251015438,2292,Yes,High School or below,Male,Yes,Married,112,\N,2,1,70,Non-technology Related Job,140,WV,60,80,No,No,0.48,3324,831,0,2015,2
17,2188,0.02,0.01,4251074206,2293,Yes,High School or below,Male,Yes,Single,119,\N,0,6,10,Technology Related Job,0,IA,63,190,No,No,0.69,5328,761,1,2015,1
17,2188,0.02,0.01,4251074206,2293,Yes,High School or below,Male,Yes,Single,119,\N,0,6,10,Technology Related Job,0,IA,63,190,No,No,0.69,4888,543,1,2015,2
48,113088,0,0.02,4251071970,2294,Yes,Bachelor or equivalent,Female,No,Single,57,\N,2,4,29,Non-technology Related Job,172,KY,260,205,No,No,0.15,6159,769,0,2015,1
48,113088,0,0.02,4251071970,2294,Yes,Bachelor or equivalent,Female,No,Single,57,\N,2,4,29,Non-technology Related Job,172,KY,260,205,No,No,0.15,4524,646,0,2015,2
64,111117,0.02,0.03,4251062335,2295,Yes,Bachelor or equivalent,Female,Yes,Married,65,\N,0,2,69,Technology Related Job,32,ND,264,65,No,No,0.36,3426,685,0,2015,1
64,111117,0.02,0.03,4251062335,2295,Yes,Bachelor or equivalent,Female,Yes,Married,65,\N,0,2,69,Technology Related Job,32,ND,264,65,No,No,0.36,5534,922,0,2015,2
26,222017,0,0,4251046790,2296,Yes,Bachelor or equivalent,Male,Yes,Married,3,\N,1,7,88,Non-technology Related Job,205,OH,461,80,No,No,0.81,2502,625,0,2015,1
26,222017,0,0,4251046790,2296,Yes,Bachelor or equivalent,Male,Yes,Married,3,\N,1,7,88,Non-technology Related Job,205,OH,461,80,No,No,0.81,7446,744,0,2015,2
42,220046,0.02,0.01,4251044290,2297,Yes,Master or equivalent,Female,No,Married,10,\N,0,5,28,Technology Related Job,65,AK,464,190,No,No,0.03,1414,353,0,2015,1
42,220046,0.02,0.01,4251044290,2297,Yes,Master or equivalent,Female,No,Married,10,\N,0,5,28,Technology Related Job,65,AK,464,190,No,No,0.03,3518,703,0,2015,2
72,80947,0.01,0.02,4251085473,2298,Yes,High School or below,Male,Yes,Married,68,\N,1,2,47,Non-technology Related Job,237,AR,161,205,No,Yes,0.48,4672,934,0,2015,1
72,80947,0.01,0.02,4251085473,2298,Yes,High School or below,Male,Yes,Married,68,\N,1,2,47,Non-technology Related Job,237,AR,161,205,No,Yes,0.48,1359,679,0,2015,3
20,78976,0.03,0.03,4251013115,2299,Yes,High School or below,Male,Yes,Single,75,\N,0,0,87,Technology Related Job,98,MA,164,65,No,No,0.69,8161,906,0,2015,1
20,78976,0.03,0.03,4251013115,2299,Yes,High School or below,Male,Yes,Single,75,\N,0,0,87,Technology Related Job,98,MA,164,65,No,No,0.69,4046,1011,0,2015,2
50,189876,0.01,0,4251019961,2300,Yes,High School or below,Female,Yes,Single,13,\N,1,5,5,Non-technology Related Job,270,MN,361,80,No,No,0.15,3700,925,0,2015,1
50,189876,0.01,0,4251019961,2300,Yes,High School or below,Female,Yes,Single,13,\N,1,5,5,Non-technology Related Job,270,MN,361,80,No,No,0.15,4540,908,0,2015,2
66,187905,0.03,0.01,4251022521,2301,Yes,High School or below,Female,Yes,Married,21,\N,3,3,46,Technology Related Job,130,SC,364,190,No,No,0.36,3484,871,0,2015,1
66,187905,0.03,0.01,4251022521,2301,Yes,High School or below,Female,Yes,Married,21,\N,3,3,46,Technology Related Job,130,SC,364,190,No,No,0.36,3952,658,0,2015,2
29,48806,0.01,0.02,4251052077,2302,Yes,High School or below,Male,No,Single,79,\N,1,0,64,Non-technology Related Job,303,SD,61,205,No,No,0.82,7203,800,1,2015,1
29,48806,0.01,0.02,4251052077,2302,Yes,High School or below,Male,No,Single,79,\N,1,0,64,Non-technology Related Job,303,SD,61,205,No,No,0.82,4621,924,1,2015,2
45,46835,0.03,0.03,4251022953,2303,Yes,Bachelor or equivalent,Female,No,Married,86,\N,3,6,5,Technology Related Job,163,DE,65,65,No,No,0.03,3637,727,0,2015,1
45,46835,0.03,0.03,4251022953,2303,Yes,Bachelor or equivalent,Female,No,Married,86,\N,3,6,5,Technology Related Job,163,DE,65,65,No,No,0.03,6586,1097,0,2015,2
75,157735,0.01,0,4251041452,2304,Yes,Bachelor or equivalent,Male,Yes,Married,24,\N,0,3,23,Non-technology Related Job,335,GA,262,80,No,No,0.48,2229,557,0,2015,1
75,157735,0.01,0,4251041452,2304,Yes,Bachelor or equivalent,Male,Yes,Married,24,\N,0,3,23,Non-technology Related Job,335,GA,262,80,No,No,0.48,2830,707,0,2015,2
23,155764,0.03,0.01,4251097180,2305,Yes,Master or equivalent,Male,Yes,Single,32,\N,3,1,64,Technology Related Job,195,NE,265,190,No,No,0.69,2159,719,0,2015,1
23,155764,0.03,0.01,4251097180,2305,Yes,Master or equivalent,Male,Yes,Single,32,\N,3,1,64,Technology Related Job,195,NE,265,190,No,No,0.69,3520,704,0,2015,2
53,16664,0.02,0.02,4251078080,2306,Yes,PhD or equivalent,Female,Yes,Single,89,\N,0,7,82,Non-technology Related Job,368,NH,462,205,No,No,0.15,3466,1155,1,2015,1
53,16664,0.02,0.02,4251078080,2306,Yes,PhD or equivalent,Female,Yes,Single,89,\N,0,7,82,Non-technology Related Job,368,NH,462,205,No,No,0.15,348,174,1,2015,2
69,14693,0.04,0.03,4251062777,2307,Yes,High School or below,Female,Yes,Single,97,\N,3,4,23,Technology Related Job,228,VA,465,65,No,Yes,0.36,83,83,0,2015,1
69,14693,0.04,0.03,4251062777,2307,Yes,High School or below,Female,Yes,Single,97,\N,3,4,23,Technology Related Job,228,VA,465,65,No,Yes,0.36,1799,449,0,2015,2
32,125594,0.02,0,4251013722,2308,Yes,High School or below,Male,No,Single,35,\N,0,2,41,Non-technology Related Job,400,WA,162,80,No,No,0.82,6629,828,0,2015,1
32,125594,0.02,0,4251013722,2308,Yes,High School or below,Male,No,Single,35,\N,0,2,41,Non-technology Related Job,400,WA,162,80,No,No,0.82,6125,875,0,2015,2
47,123623,0.04,0.01,4251090497,2309,Yes,High School or below,Female,Yes,Married,42,\N,2,7,82,Non-technology Related Job,260,IN,166,190,No,No,0.03,1689,844,0,2015,1
47,123623,0.04,0.01,4251090497,2309,Yes,High School or below,Female,Yes,Married,42,\N,2,7,82,Non-technology Related Job,260,IN,166,190,No,No,0.03,3067,766,0,2015,2
47,123623,0.04,0.01,4251090497,2309,Yes,High School or below,Female,Yes,Married,42,\N,2,7,82,Non-technology Related Job,260,IN,166,190,No,No,0.03,123,123,0,2015,3
78,234523,0.02,0.02,4251040453,2310,Yes,High School or below,Male,Yes,Married,100,\N,3,5,0,Non-technology Related Job,433,KS,363,205,No,No,0.48,5365,766,0,2015,1
78,234523,0.02,0.02,4251040453,2310,Yes,High School or below,Male,Yes,Married,100,\N,3,5,0,Non-technology Related Job,433,KS,363,205,No,No,0.48,2384,794,0,2015,2
26,232552,0.04,0.03,4251099033,2311,Yes,Bachelor or equivalent,Male,Yes,Single,108,\N,2,2,41,Non-technology Related Job,293,NC,366,65,No,No,0.7,4368,873,1,2015,1
26,232552,0.04,0.03,4251099033,2311,Yes,Bachelor or equivalent,Male,Yes,Single,108,\N,2,2,41,Non-technology Related Job,293,NC,366,65,No,No,0.7,1627,542,1,2015,2
26,232552,0.04,0.03,4251099033,2311,Yes,Bachelor or equivalent,Male,Yes,Single,108,\N,2,2,41,Non-technology Related Job,293,NC,366,65,No,No,0.7,404,404,1,2015,3
56,93452,0.02,0,4251009263,2312,Yes,Bachelor or equivalent,Female,Yes,Single,46,\N,3,0,59,Non-technology Related Job,465,OH,63,80,No,No,0.15,4541,567,1,2015,1
56,93452,0.02,0,4251009263,2312,Yes,Bachelor or equivalent,Female,Yes,Single,46,\N,3,0,59,Non-technology Related Job,465,OH,63,80,No,No,0.15,2485,621,1,2015,2
72,91481,0.04,0.01,4251039439,2313,Yes,Master or equivalent,Male,Yes,Single,53,\N,2,5,99,Non-technology Related Job,325,AK,66,190,No,No,0.36,499,249,0,2015,1
72,91481,0.04,0.01,4251039439,2313,Yes,Master or equivalent,Male,Yes,Single,53,\N,2,5,99,Non-technology Related Job,325,AK,66,190,No,No,0.36,3447,689,0,2015,2
34,202382,0.03,0.02,4251074894,2314,Yes,Master or equivalent,Female,Yes,Single,111,\N,3,3,18,Non-technology Related Job,498,AZ,263,205,Yes,No,0.82,5853,731,0,2015,1
34,202382,0.03,0.02,4251074894,2314,Yes,Master or equivalent,Female,Yes,Single,111,\N,3,3,18,Non-technology Related Job,498,AZ,263,205,Yes,No,0.82,1023,255,0,2015,2
34,202382,0.03,0.02,4251074894,2314,Yes,Master or equivalent,Female,Yes,Single,111,\N,3,3,18,Non-technology Related Job,498,AZ,263,205,Yes,No,0.82,1037,1037,0,2015,3
50,200411,0.05,0.03,4251083573,2315,Yes,High School or below,Female,Yes,Married,118,\N,1,0,58,Non-technology Related Job,358,MD,267,65,No,No,0.03,3742,623,0,2015,1
50,200411,0.05,0.03,4251083573,2315,Yes,High School or below,Female,Yes,Married,118,\N,1,0,58,Non-technology Related Job,358,MD,267,65,No,No,0.03,2753,550,0,2015,2
13,61311,0.03,0,4251084544,2316,Yes,High School or below,Male,No,Married,56,\N,3,6,77,Non-technology Related Job,30,MI,464,80,No,No,0.49,3440,860,0,2015,1
13,61311,0.03,0,4251084544,2316,Yes,High School or below,Male,No,Married,56,\N,3,6,77,Non-technology Related Job,30,MI,464,80,No,No,0.49,3082,770,0,2015,2
13,61311,0.03,0,4251084544,2316,Yes,High School or below,Male,No,Married,56,\N,3,6,77,Non-technology Related Job,30,MI,464,80,No,No,0.49,288,288,0,2015,3
28,59340,0.05,0.01,4251046855,2317,Yes,High School or below,Male,No,Single,64,\N,1,3,17,Non-technology Related Job,391,RI,467,190,No,No,0.7,4544,504,0,2015,1
28,59340,0.05,0.01,4251046855,2317,Yes,High School or below,Male,No,Single,64,\N,1,3,17,Non-technology Related Job,391,RI,467,190,No,No,0.7,1316,438,0,2015,2
59,170241,0.03,0.02,4251011634,2318,Yes,High School or below,Female,Yes,Married,2,\N,2,1,36,Non-technology Related Job,63,SD,164,205,No,No,0.15,2670,534,1,2015,1
59,170241,0.03,0.02,4251011634,2318,Yes,High School or below,Female,Yes,Married,2,\N,2,1,36,Non-technology Related Job,63,SD,164,205,No,No,0.15,3879,775,1,2015,2
59,170241,0.03,0.02,4251011634,2318,Yes,High School or below,Female,Yes,Married,2,\N,2,1,36,Non-technology Related Job,63,SD,164,205,No,No,0.15,13,13,1,2015,3
75,168269,0.05,0.03,4251056939,2319,No,Bachelor or equivalent,Male,Yes,Single,9,\N,1,6,76,Non-technology Related Job,423,DE,167,65,No,No,0.36,3038,759,0,2015,1
75,168269,0.05,0.03,4251056939,2319,No,Bachelor or equivalent,Male,Yes,Single,9,\N,1,6,76,Non-technology Related Job,423,DE,167,65,No,No,0.36,2869,478,0,2015,2
37,29170,0.03,0,4251013165,2320,Yes,Bachelor or equivalent,Female,Yes,Single,67,\N,2,4,95,Non-technology Related Job,96,GA,364,80,No,Yes,0.82,1401,467,1,2015,1
37,29170,0.03,0,4251013165,2320,Yes,Bachelor or equivalent,Female,Yes,Single,67,\N,2,4,95,Non-technology Related Job,96,GA,364,80,No,Yes,0.82,3490,698,1,2015,2
53,27199,0.05,0.01,4251079428,2321,Yes,Bachelor or equivalent,Female,Yes,Married,75,\N,1,1,35,Non-technology Related Job,456,MT,368,190,No,No,0.03,5615,701,0,2015,1
53,27199,0.05,0.01,4251079428,2321,Yes,Bachelor or equivalent,Female,Yes,Married,75,\N,1,1,35,Non-technology Related Job,456,MT,368,190,No,No,0.03,4620,660,0,2015,2
15,138099,0.04,0.02,4251031775,2322,Yes,Master or equivalent,Male,No,Married,13,\N,2,7,54,Non-technology Related Job,128,NV,64,204,No,No,0.49,4281,856,0,2015,1
15,138099,0.04,0.02,4251031775,2322,Yes,Master or equivalent,Male,No,Married,13,\N,2,7,54,Non-technology Related Job,128,NV,64,204,No,No,0.49,5403,675,0,2015,2
31,136128,0.06,0.03,4251046472,2323,Yes,High School or below,Male,Yes,Married,20,\N,0,5,94,Non-technology Related Job,488,VT,68,64,No,No,0.7,1960,653,0,2015,1
31,136128,0.06,0.03,4251046472,2323,Yes,High School or below,Male,Yes,Married,20,\N,0,5,94,Non-technology Related Job,488,VT,68,64,No,No,0.7,4174,695,0,2015,2
62,247029,0.04,0,4251097021,2324,Yes,High School or below,Female,Yes,Married,78,\N,2,2,13,Non-technology Related Job,161,WA,265,79,No,No,0.15,1829,914,0,2015,1
62,247029,0.04,0,4251097021,2324,Yes,High School or below,Female,Yes,Married,78,\N,2,2,13,Non-technology Related Job,161,WA,265,79,No,No,0.15,3206,801,0,2015,2
78,245058,0.06,0.01,4251066998,2325,Yes,High School or below,Male,Yes,Single,85,\N,0,0,53,Non-technology Related Job,21,IN,268,189,No,No,0.36,3269,653,0,2015,1
78,245058,0.06,0.01,4251066998,2325,Yes,High School or below,Male,Yes,Single,85,\N,0,0,53,Non-technology Related Job,21,IN,268,189,No,No,0.36,1290,645,0,2015,2
78,245058,0.06,0.01,4251066998,2325,Yes,High School or below,Male,Yes,Single,85,\N,0,0,53,Non-technology Related Job,21,IN,268,189,No,No,0.36,529,529,0,2015,3
40,105958,0.04,0.02,4251033020,2326,Yes,High School or below,Female,Yes,Single,23,\N,1,5,72,Non-technology Related Job,193,KS,465,204,No,No,0.82,2081,297,0,2015,1
40,105958,0.04,0.02,4251033020,2326,Yes,High School or below,Female,Yes,Single,23,\N,1,5,72,Non-technology Related Job,193,KS,465,204,No,No,0.82,4179,696,0,2015,2
40,105958,0.04,0.02,4251033020,2326,Yes,High School or below,Female,Yes,Single,23,\N,1,5,72,Non-technology Related Job,193,KS,465,204,No,No,0.82,194,194,0,2015,3
56,103987,0.06,0.03,4251092091,2327,Yes,Bachelor or equivalent,Female,Yes,Married,31,\N,0,3,12,Non-technology Related Job,53,NY,468,64,No,No,0.03,3659,731,0,2015,1
56,103987,0.06,0.03,4251092091,2327,Yes,Bachelor or equivalent,Female,Yes,Married,31,\N,0,3,12,Non-technology Related Job,53,NY,468,64,No,No,0.03,3046,761,0,2015,2
56,103987,0.06,0.03,4251092091,2327,Yes,Bachelor or equivalent,Female,Yes,Married,31,\N,0,3,12,Non-technology Related Job,53,NY,468,64,No,No,0.03,791,791,0,2015,3
18,214887,0.04,0,4251065575,2328,Yes,Bachelor or equivalent,Male,Yes,Single,89,\N,1,0,30,Non-technology Related Job,226,ND,165,79,No,No,0.49,1699,849,0,2015,1
18,214887,0.04,0,4251065575,2328,Yes,Bachelor or equivalent,Male,Yes,Single,89,\N,1,0,30,Non-technology Related Job,226,ND,165,79,No,No,0.49,4712,785,0,2015,2
34,212916,0.06,0.01,4251038381,2329,Yes,Bachelor or equivalent,Male,Yes,Married,96,\N,3,6,71,Non-technology Related Job,86,AL,169,189,No,Yes,0.7,2844,406,0,2015,1
34,212916,0.06,0.01,4251038381,2329,Yes,Bachelor or equivalent,Male,Yes,Married,96,\N,3,6,71,Non-technology Related Job,86,AL,169,189,No,Yes,0.7,7619,846,0,2015,2
64,73817,0.05,0.01,4251027404,2330,Yes,Bachelor or equivalent,Female,Yes,Married,34,\N,1,3,89,Others,258,AZ,366,204,No,No,0.16,1836,459,0,2015,1
64,73817,0.05,0.01,4251027404,2330,Yes,Bachelor or equivalent,Female,Yes,Married,34,\N,1,3,89,Others,258,AZ,366,204,No,No,0.16,2644,881,0,2015,2
12,71846,0.07,0.03,4251077700,2331,Yes,PhD or equivalent,Male,No,Single,42,\N,3,1,30,Non-technology Related Job,118,MD,369,64,No,No,0.37,5487,914,0,2015,1
12,71846,0.07,0.03,4251077700,2331,Yes,PhD or equivalent,Male,No,Single,42,\N,3,1,30,Non-technology Related Job,118,MD,369,64,No,No,0.37,3636,606,0,2015,2
12,71846,0.07,0.03,4251077700,2331,Yes,PhD or equivalent,Male,No,Single,42,\N,3,1,30,Non-technology Related Job,118,MD,369,64,No,No,0.37,1171,1171,0,2015,3
43,182746,0.05,0.03,4251060757,2332,Yes,High School or below,Female,Yes,Single,99,\N,0,6,48,Others,291,MI,66,79,No,No,0.82,3196,799,0,2015,1
43,182746,0.05,0.03,4251060757,2332,Yes,High School or below,Female,Yes,Single,99,\N,0,6,48,Others,291,MI,66,79,No,No,0.82,4522,753,0,2015,2
59,180775,0.07,0.01,4251084866,2333,Yes,High School or below,Female,Yes,Single,107,\N,3,4,89,Non-technology Related Job,151,PA,69,189,No,No,0.03,3584,597,0,2015,1
59,180775,0.07,0.01,4251084866,2333,Yes,High School or below,Female,Yes,Single,107,\N,3,4,89,Non-technology Related Job,151,PA,69,189,No,No,0.03,2750,1375,0,2015,2
21,41675,0.05,0.01,4251042606,2334,Yes,High School or below,Male,Yes,Single,45,\N,0,2,7,Others,323,SC,266,204,No,No,0.49,507,169,0,2015,1
21,41675,0.05,0.01,4251042606,2334,Yes,High School or below,Male,Yes,Single,45,\N,0,2,7,Others,323,SC,266,204,No,No,0.49,3167,527,0,2015,2
21,41675,0.05,0.01,4251042606,2334,Yes,High School or below,Male,Yes,Single,45,\N,0,2,7,Others,323,SC,266,204,No,No,0.49,1097,1097,0,2015,3
37,39704,0.07,0.03,4251099506,2335,Yes,High School or below,Male,Yes,Married,52,\N,3,7,48,Non-technology Related Job,184,CT,270,64,No,No,0.7,3372,843,1,2015,1
37,39704,0.07,0.03,4251099506,2335,Yes,High School or below,Male,Yes,Married,52,\N,3,7,48,Non-technology Related Job,184,CT,270,64,No,No,0.7,4763,680,1,2015,2
67,150605,0.05,0.03,4251035858,2336,Yes,Bachelor or equivalent,Female,No,Married,110,\N,0,5,66,Others,356,FL,467,79,No,No,0.16,590,590,0,2015,1
67,150605,0.05,0.03,4251035858,2336,Yes,Bachelor or equivalent,Female,No,Married,110,\N,0,5,66,Others,356,FL,467,79,No,No,0.16,3013,753,0,2015,2
15,148634,0.07,0.01,4251023666,2337,Yes,Bachelor or equivalent,Male,Yes,Single,118,\N,2,2,7,Non-technology Related Job,216,MT,470,189,No,No,0.37,1482,494,1,2015,1
15,148634,0.07,0.01,4251023666,2337,Yes,Bachelor or equivalent,Male,Yes,Single,118,\N,2,2,7,Non-technology Related Job,216,MT,470,189,No,No,0.37,3404,1134,1,2015,2
46,9534,0.06,0.01,4251032832,2338,Yes,Bachelor or equivalent,Female,Yes,Married,56,\N,0,0,25,Others,389,NV,167,204,No,No,0.82,3635,519,0,2015,1
46,9534,0.06,0.01,4251032832,2338,Yes,Bachelor or equivalent,Female,Yes,Married,56,\N,0,0,25,Others,389,NV,167,204,No,No,0.82,1935,483,0,2015,2
61,7563,0,0.03,4251025428,2339,Yes,Master or equivalent,Female,Yes,Single,63,\N,2,5,66,Non-technology Related Job,249,UT,170,64,Yes,No,0.03,4518,502,0,2015,1
61,7563,0,0.03,4251025428,2339,Yes,Master or equivalent,Female,Yes,Single,63,\N,2,5,66,Non-technology Related Job,249,UT,170,64,Yes,No,0.03,4360,872,0,2015,2
24,118464,0.06,0.03,4251048006,2340,Yes,PhD or equivalent,Male,Yes,Single,1,\N,3,3,84,Others,421,VA,367,79,No,No,0.49,3729,621,0,2015,1
24,118464,0.06,0.03,4251048006,2340,Yes,PhD or equivalent,Male,Yes,Single,1,\N,3,3,84,Others,421,VA,367,79,No,No,0.49,4115,823,0,2015,2
40,116493,0,0.01,4251013372,2341,Yes,High School or below,Female,Yes,Married,8,\N,2,0,24,Non-technology Related Job,281,IL,371,189,No,No,0.7,7746,968,0,2015,1
40,116493,0,0.01,4251013372,2341,Yes,High School or below,Female,Yes,Married,8,\N,2,0,24,Non-technology Related Job,281,IL,371,189,No,No,0.7,2409,602,0,2015,2
70,227393,0.06,0.01,4251028331,2342,Yes,High School or below,Female,Yes,Married,66,\N,3,6,43,Others,454,IA,68,204,No,Yes,0.16,2697,385,0,2015,1
70,227393,0.06,0.01,4251028331,2342,Yes,High School or below,Female,Yes,Married,66,\N,3,6,43,Others,454,IA,68,204,No,Yes,0.16,4195,839,0,2015,2
18,225422,0,0.03,4251094276,2343,Yes,High School or below,Male,Yes,Married,74,\N,2,3,83,Non-technology Related Job,314,NY,71,64,No,No,0.37,6526,815,0,2015,1
18,225422,0,0.03,4251094276,2343,Yes,High School or below,Male,Yes,Married,74,\N,2,3,83,Non-technology Related Job,314,NY,71,64,No,No,0.37,6454,1075,0,2015,2
18,225422,0,0.03,4251094276,2343,Yes,High School or below,Male,Yes,Married,74,\N,2,3,83,Non-technology Related Job,314,NY,71,64,No,No,0.37,483,483,0,2015,3
48,86322,0.06,0.03,4251049409,2344,Yes,High School or below,Female,Yes,Married,12,\N,3,1,2,Others,486,ND,268,79,No,No,0.82,1234,411,0,2015,1
